objectid,category,ghgrp_id,landfill_name,county_state,landfill_owner_org,year_landfill_opened,landfill_closure_year,current_landfill_status,landfill_design_cap,waste_in_place_tons,waste_in_place_year,lfg_collection_system,lfg_collected_mmscfd,lfg_collected_year,latitude,longitude
2074,Other,1011455,Blossom Prairie Landfill,"Lamar, TX",Josh Bray DBA Sanitation Solutions,2010,2186,Open,58401609,922899,2016,No,,,33.623,-95.335
2075,Other,1003806,Blue Bonnet LF,"Harris, TX","Waste Management, Inc.",1979,1998,Closed,,2564239,1998,Yes,0.592,2012,29.818258,-95.24369
2076,With Project,1005891,Blue Ridge LF,"Fort Bend, TX","Republic Services, Inc.",1993,2110,Open,25513290,20007835,2016,Yes,10.2,2017,29.5559,-95.4419
2077,Candidate,1004884,Brownsville Municipal Landfill,"Cameron, TX","City of Brownsville, TX",1979,2050,Open,21663707,5307401,2016,Yes,0.69,2012,25.936,-97.385
2078,Candidate,1004491,C M Hinton Regional Landfill,"Dallas, TX","City of Garland, TX",2002,2053,Open,21050975,5528813,2016,Yes,1.29,2012,32.959,-96.543
2079,Other,1005893,C&T Regional Landfill,"Hidalgo, TX","Republic Services, Inc.",1976,2003,Closed,3951000,3844000,2002,Yes,1.77,2012,26.60616,-98.19399
2080,Candidate,1005482,Caliche Canyon LF,"Lubbock, TX","City of Lubbock, TX",1970,2025,Open,,5848561,2016,Yes,0.76,2012,33.670834,-101.86
2081,With Project,1007780,Camelot Landfill,"Denton, TX","City of Farmers Branch, TX",1980,2028,Open,22793843,18964223,2016,Yes,1.96,2012,33.029167,-96.951
2082,Candidate,1002085,Cefe Valenzuela Landfill,"Nueces, TX","City of Corpus Christi, TX",2007,2095,Open,67142250,3960956,2016,No,,,27.636667,-97.568056
2083,Candidate,1002509,Charter Waste Landfill,"Ector, TX","Republic Services, Inc.",1992,2098,Open,30144825,6504025,2016,No,,,31.7548,-102.5396
2084,Candidate,1006350,City of Amarillo Landfill,"Potter, TX","City of Amarillo, TX",1975,2104,Open,48577814,8195827,2016,No,,,35.23,-102.0175
2085,Candidate,1002065,City of Beaumont LF,"Jefferson, TX","City of Beaumont, TX",1982,2064,Open,19090736,7905847,2016,No,,,30.028925,-94.124053
2086,Other,,City of Brownwood Landfill,"Brown, TX","City of Brownwood, TX",1983,2040,Open,,1300100,2003,Yes,0.432,,31.633334,-98.966667
2088,Other,1007575,City of Conroe LF,"Montgomery, TX","Waste Management, Inc.",1975,1996,Closed,3684509,3684509,1996,Yes,0.552,2012,30.340001,-95.4075
2089,Candidate,1002351,City of Corsicana LF,"Navarro, TX","City of Corsicana, TX",1976,2110,Open,12349469,3419092,2016,No,,,32.091668,-96.414167
2090,With Project,1000372,City of Denton Landfill,"Denton, TX","City of Denton, TX",1984,2065,Open,11277000,4900000,2010,Yes,1.29,2017,33.190001,-97.075834
2091,With Project,1007276,City of Edinburg Landfill,"Hidalgo, TX","City of Edinburg, TX",1977,2040,Open,,10320408,2016,Yes,2.3,2017,26.397651,-98.125471
2092,Candidate,1006224,City of Fort Worth Southeast Landfill,"Tarrant, TX","City of Fort Worth, TX",1969,2041,Open,32702781,14218688,2016,Yes,4.32,2017,32.647501,-97.239168
2093,Other,1000370,City of Garland Castle Drive Landfill,"Dallas, TX","City of Garland, TX",1978,2003,Closed,7844589,5508137,,Yes,0.868,2012,32.935001,-96.583334
2094,Other,1000090,City of Grand Prairie LF,"Dallas, TX","City of Grand Prairie, TX",1978,2047,Open,11871912,4085230,2016,Yes,0.993,2012,32.77166,-96.95
2095,Other,,City of Kingsville Landfill,"Kleberg, TX","City of Kingsville, TX",1977,2067,Open,3495100,583309,2013,Unknown,,,27.4467,-97.818
2096,Candidate,1004460,City of Laredo LF,"Webb, TX","City of Laredo, TX",1986,2030,Open,14731976,9138975,2016,Yes,0.393,2012,27.49417,-99.41
2097,Other,,City of Luling Landfill,"Caldwell, TX",,1965,1993,Closed,,,,Unknown,,,29.73464,-97.66145
2098,Candidate,1002538,City of Midland MSW Landfill,"Midland, TX","City of Midland, TX",1985,2083,Open,15930097,4613521,2016,No,,,31.966801,-101.933389
2099,Candidate,1002457,City of Nacogdoches Landfill,"Nacogdoches, TX",City of Nacogdoches,1976,2050,Open,4500770,2101405,2016,No,,,31.65,-94.673334
2100,Other,,City of Nederland Landfill,"Jefferson, TX","Mid County Municipal League, TX",,1990,Closed,,,,Unknown,,,29.993,-94.0069
2101,Candidate,1002705,City of Pampa LF,"Gray, TX","City of Pampa, TX",1940,2117,Open,5347566,1305108,2016,No,,,35.571667,-100.923334
2102,Candidate,,City of Perryton Landfill,"Ochiltree, TX","City of Perryton, TX",1979,,Open,1655740,1631100,2003,Yes,,,36.41667,-100.78834
2103,Candidate,1005665,City of Port Arthur Landfill,"Jefferson, TX","City of Port Arthur, TX",1974,2091,Open,11008267,3984989,2016,No,,,29.87334,-94.07167
2105,Other,1002700,City of Snyder Landfill,"Scurry, TX","City of Snyder, TX",1980,2137,Open,6815454,969694,2016,No,,,32.683427,-100.81364
2106,Candidate,,City of Sweetwater LF,"Nolan, TX","City of Sweetwater, TX",1976,2040,Open,,1283800,2003,Yes,,,32.455,-100.43
2107,With Project,1007802,City of Victoria Landfill,"Victoria, TX","City of Victoria, TX",1983,2050,Open,10008346,4381715,2016,Yes,2.07,2014,28.6934,-96.9067
2108,Other,1002554,City of Waco LF,"McLennan, TX","City of Waco, TX",1977,2026,Open,10000000,7184908,2016,Yes,1.5,2014,31.475001,-97.258334
2109,Candidate,1002964,City of Wichita Falls LF,"Wichita, TX","City of Wichita Falls, TX",1981,2277,Open,28504878,4557529,2016,No,,,33.87365,-98.65477
2110,Candidate,1005316,Clint Landfill,"El Paso, TX","City of El Paso, TX",1983,2039,Open,21551248,9164615,2016,Yes,,,31.594183,-106.173361
2111,With Project,1003646,Coastal Plains RDF,"Galveston, TX","Waste Management, Inc.",1986,2039,Open,25132059,20719693,2016,Yes,4.19,2012,29.424167,-95.190834
2112,Candidate,,Colorado City Landfill,"Mitchell, TX","City of Colorado City, TX",1975,2020,Open,,1545200,2003,Yes,,,32.421,-100.87
2113,With Project,1003439,Covel Gardens RDF,"Bexar, TX","Waste Management, Inc.",1993,2100,Open,130095000,32122196,2016,Yes,6.04,2012,29.35008,-98.64631
2114,Candidate,1002644,CSC Disposal and Landfill,"Ellis, TX","Republic Services, Inc.",1980,3000,Open,30376101,5141709,2016,No,,,32.223334,-96.787501
2115,With Project,1005834,DFW Recycling & Disposal Facility,"Denton, TX","Waste Management, Inc.",1972,2022,Open,,66798169,2016,Yes,7.2,,33.01615,-96.96316
2116,Other,1007858,Eastside Landfill,"Tarrant, TX","Waste Management, Inc.",1970,1993,Closed,2700462,2700462,1993,Yes,0.591,2012,32.763445,-97.265227
2117,Candidate,1002468,ECD Landfill,"Ellis, TX","Republic Services, Inc.",1988,2229,Open,39926569,5581643,2016,Yes,0.296,2012,32.391,-96.6526
2118,Other,,El Campo Landfill,"Wharton, TX",,1985,1994,Closed,,,,Unknown,,,29.14917,-96.29667
2119,Candidate,1002473,El Centro Landfill,"Nueces, TX","Republic Services, Inc.",2000,2072,Open,13777928,3611818,2016,Yes,0.13,2010,27.739063,-97.652096
2120,Other,,Ellis County LF,"Ellis, TX","Waste Management, Inc.",1994,,Open,24719300,892320,2003,Yes,,,32.391668,-96.655834
2121,Other,1006693,FM 812 Landfill,"Travis, TX","City of Austin, TX",1968,1999,Closed,10143000,4858500,,Yes,0.933,2012,30.15592,-97.67526
2122,Other,,Fort Bend County Landfill,"Fort Bend, TX","Fort Bend County, TX",1978,1993,Closed,2649100,2649100,,Yes,1.1,,29.54,-95.8325
2123,With Project,1002321,Fort Bend Regional Landfill,"Fort Bend, TX",WCA Waste Corporation,2004,2055,Open,33000000,8143619,2016,Yes,2.45,2013,29.3965,-95.7259
2124,Other,,Fort Bliss Municipal Solid Waste Landfill,"El Paso, TX",United States Army,1974,2013,Closed,205818,205818,2013,No,,,31.881891,-106.392998
2125,Candidate,1002890,Fort Hood Landfill,"Coryell, TX",US Army Fort Hood,1978,2060,Open,3399638,2240000,2008,Unknown,,,31.1564,-97.83331
2126,With Project,1004561,Fort Worth Regional LF,"Tarrant, TX","Republic Services, Inc.",1979,1995,Closed,4950848,4950848,1995,Yes,0.846,2012,32.7887,-97.2389
2127,Candidate,1005894,Galveston County LF,"Galveston, TX","Republic Services, Inc.",1973,2070,Open,18483512,16882706,2016,Yes,2.52,2012,29.3881,-95.0559
2128,Candidate,1002475,Golden Triangle Landfill,"Jefferson, TX","Republic Services, Inc.",1993,2024,Open,17358975,9366976,2016,Yes,0.97,2012,29.993334,-94.169167
2129,With Project,1005895,Greenwood Farms Landfill,"Smith, TX","City of Tyler, TX",1989,2315,Open,118648886,9967631,2016,Yes,2.304,,32.369167,-95.182501
2130,Other,,Hallettsville Landfill,"Lavaca, TX","City of Hallettsville, TX",1928,1992,Closed,,,,No,,,29.45667,-96.9025
2132,Candidate,1003614,Hillside Landfill,"Grayson, TX","Waste Management, Inc.",1977,2039,Open,14006605,4545696,2016,Yes,0.367,2012,33.582,-96.536
2133,Other,1006634,Hunter Ferrell Landfill,"Dallas, TX","City of Irving, TX",1982,2077,Open,15970575,3540177,2016,No,,,32.7839,-96.9389
2134,Other,1005896,Hutchins Landfill,"Dallas, TX","Republic Services, Inc.",1978,1992,Closed,,1000000,,Yes,0.676,2012,32.660184,-96.693158
2135,Candidate,1003339,IESI Buffalo Creek Landfill,"Wichita, TX",Progressive Waste Solutions Ltd.,1983,2122,Open,20953786,3515812,2016,No,,,33.953033,-98.684875
2136,Candidate,1003337,IESI East Texas Regional Landfill,"Rusk, TX",Progressive Waste Solutions Ltd.,1979,2065,Open,9439616,1974718,2016,No,,,32.125,-94.7075
2137,Other,1006545,IESI Hardin County Landfill,"Hardin, TX",Progressive Waste Solutions Ltd.,1999,2025,Open,1495256,876794,2016,No,,,30.341358,-94.3567
2138,With Project,1006465,IESI Turkey Creek Landfill,"Johnson, TX",Progressive Waste Solutions Ltd.,1983,2030,Open,14846041,11022493,2013,Yes,2.784,2017,32.3562,-97.202
2139,Candidate,1006538,IESI Weatherford Landfill,"Parker, TX",Progressive Waste Solutions Ltd.,1977,2019,Open,5191760,2922499,2016,Yes,0.469,2012,32.716,-97.8585
2140,Candidate,1002647,Itasca Landfill,"Hill, TX","Republic Services, Inc.",1977,2097,Open,34217442,11154903,2016,Yes,0.254,2012,32.19,-97.109
2141,Other,1002081,J.C. Elliott LF,"Nueces, TX","City of Corpus Christi, TX",1972,2007,Closed,9930000,9930000,2007,Yes,2.6,2012,27.7075,-97.455
2142,Other,1006118,Kerrville Landfill,"Kerr, TX","City of Kerrville, TX",1984,2040,Open,1351711,722608,2007,Yes,0.225,2012,30.016747,-99.118175
2143,Candidate,1007814,Lacy Lakeview RDF,"McLennan, TX","Waste Management, Inc.",1983,2024,Open,4314138,3793337,2016,Yes,0.504,2012,31.60481,-97.06249
2144,Other,,Laidlaw/Wilmer LF,"Dallas, TX",Landfill Owner of Laidlaw/Wilmer LF,1992,2001,Closed,,686400,,No,,,32.575001,-96.646668
2145,Other,,Lewisville Landfill,"Denton, TX","Republic Services, Inc.",1986,2003,Closed,,,,No,,,33.05,-96.9825
2146,Candidate,1002643,Maloy Landfill,"Hunt, TX","Republic Services, Inc.",1979,2047,Open,7617888,4299984,2016,No,,,33.2423,-95.90413
2147,Other,1003921,Maxwell Creek LF,"Collin, TX",North Texas Municipal Water District,1982,2005,Closed,,4593218,2005,No,,,33.0017,-96.5817
2148,With Project,1006899,McCarty Road LF,"Harris, TX","Republic Services, Inc.",1972,2035,Open,123783902,92289534,2016,Yes,,,29.827501,-95.243334
2149,Other,1007154,McCombs LF,"El Paso, TX","City of El Paso, TX",1977,2079,Open,41667249,2428756,2016,Yes,0.231,2012,31.995,-106.405
2150,With Project,1006817,McCommas Bluff Landfill,"Dallas, TX","City of Dallas, TX",1981,2040,Open,93000000,48061837,2016,Yes,,,32.684168,-96.718334
2151,With Project,1006291,McKinney Landfill,"Collin, TX",North Texas Municipal Water District,1968,2008,Closed,6539370,6539355,2008,Yes,1.29,2012,33.1732,-96.613263
2152,With Project,1007893,Mesquite Creek LF,"Comal, TX","Waste Management, Inc.",1975,2034,Open,17535166,9463849,2016,Yes,1.64,2012,29.74208,-98.02926
2153,Candidate,1002469,Mexia Landfill,"Limestone, TX","Republic Services, Inc.",1983,2162,Open,7302946,1500740,2016,Yes,0.118,2012,31.6659,-96.5143
2154,Other,1004645,Mill Creek LF,"Tarrant, TX","Republic Services, Inc.",1973,2001,Closed,4815500,4815500,,Yes,1.25,2012,32.82532,-97.52565
2155,With Project,1011256,Nelson Gardens LF,"Bexar, TX","City of San Antonio, TX",1980,1993,Closed,11802412,11802410,1993,Yes,1.87,2012,29.342,-98.668
2156,Candidate,1007670,New Boston Landfill,"Bowie, TX","Waste Management, Inc.",1968,2073,Open,11134925,6507305,2016,Yes,0.731,2012,33.4641,-94.4354
2157,Candidate,1007591,Newton County Landfill,"Newton, TX","Waste Management, Inc.",1998,2161,Open,39184653,4741056,2016,No,,,30.342953,-93.84162
2158,Other,,North County C&D Landfill,"Galveston, TX","Republic Services, Inc.",,,Open,,,,Yes,,,29.484,-95.053
2159,Other,,Orange County LF,"Orange, TX","Orange County, TX",1975,1993,Closed,,1517000,1993,No,,,30.11742,-93.88986
2160,Candidate,1007853,Paris Landfill,"Lamar, TX","Waste Management, Inc.",1982,2060,Open,18177111,4211085,2016,Yes,0.153,2012,33.779,-95.565
2161,Other,1007854,Pecan Prairie Landfill,"Hunt, TX","Waste Management, Inc.",1985,1998,Closed,,1479900,,No,,,33.263,-96.16
2162,With Project,1006227,Pine Hill LF,"Gregg, TX",Four-S Oil Company,1980,2088,Open,30790202,12077856,2016,Yes,,,32.45,-94.832
2163,Candidate,1002513,Pleasant Oaks Landfill,"Titus, TX",City of Mount Pleasant,1960,2158,Open,21740649,2468859,2016,Yes,0.13,2012,33.1167,-95.0143
2164,Candidate,1000215,Polk County Landfill,"Polk, TX","Polk County, TX",1981,2064,Open,8058676,1843714,2016,No,,,30.83268,-94.92369
2165,Other,,Quail Canyon,"Lubbock, TX","Republic Services, Inc.",1977,1993,Closed,,200200,,Yes,,,33.67,-101.86
2166,Candidate,1005900,Rio Grande Valley,"Hidalgo, TX","Republic Services, Inc.",1994,2014,Closed,8893563,8828412,2013,Yes,1,2012,26.227,-98.029
2167,Other,1002746,Rock Prairie Road Landfill,"Brazos, TX","Brazos Valley SWMA, TX",1982,2011,Closed,5037809,4905978,2011,Yes,1.04,2012,30.58227,-96.25317
2168,Candidate,1002512,Royal Oaks Landfill,"Cherokee, TX","City of Jacksonville, TX",1984,2037,Open,5342655,3168239,2016,No,,,32.0022,-95.268
2169,Candidate,1003044,San Angelo Landfill,"Tom Green, TX","City of San Angelo, TX",1970,2033,Open,7902921,5095237,2016,Yes,0.364,2012,31.5013,-100.3868
2170,Other,1003281,Seabreeze Environmental Landfill,"Brazoria, TX",Waste Connections Inc. - Central Region,1974,2041,Open,41984994,21721876,2016,Yes,2.54,2012,29.090834,-95.36
2171,With Project,1007895,Security Recycling and Disposal LF,"Montgomery, TX","Waste Management, Inc.",1988,2041,Open,20576021,11139983,2016,Yes,3.42,2012,30.3292,-95.2692
2172,Other,1006746,Sinton Landfill,"San Patricio, TX","Republic Services, Inc.",1972,2002,Closed,1851756,1851756,2002,Yes,0.557,2012,28.0106,-97.5578
2173,With Project,1007852,Skyline LF,"Ellis, TX","Waste Management, Inc.",1950,2052,Open,69156366,21875777,2016,Yes,5.18,2012,32.549,-96.68
2174,Candidate,1002648,Southwest Landfill,"Randall, TX","Republic Services, Inc.",1985,2025,Open,8397030,6795942,2016,Yes,0.756,2012,35.002,-101.959
2175,With Project,1006747,Sunset Farms Landfill,"Travis, TX","Republic Services, Inc.",1982,2016,Closed,26630028,22281720,2016,Yes,4.51,2012,30.335,-97.625
2176,Candidate,1003639,Temple Recycling & Disposal Facility,"Bell, TX",City of Temple,1979,2028,Open,14207020,6999402,2016,Yes,1.39,2012,31.07946,-97.30919
2177,With Project,1002471,Tessman Road Landfill,"Bexar, TX","Republic Services, Inc.",1982,2058,Open,81000000,29601219,2016,Yes,,,29.435834,-98.339168
2178,Other,1005347,Texas Disposal Systems LF,"Travis, TX",Texas Disposal Systems,1991,2035,Open,31176902,13720687,2016,Yes,0.102,2012,30.109,-97.757
2179,Candidate,1003001,Texoma Area Solid Waste Authority Landfill,"Grayson, TX","Texoma Area Solid Waste Authority, TX",2005,2087,Open,9426375,1452684,2016,No,,,33.6322,-96.8419
2181,With Project,1004646,Trinity Oaks Landfill,"Dallas, TX","Republic Services, Inc.",1976,2002,Closed,6838600,6838600,,Yes,1.38,2012,32.680834,-96.630001
2182,Candidate,1011032,Twin Oaks Landfill,"Grimes, TX","Brazos Valley SWMA, TX",2011,2046,Open,21819164,1690240,2016,No,,,30.598127,-96.144866
2183,Candidate,1005480,West Texas Region Disposal Facility,"Lubbock, TX","City of Lubbock, TX",1999,2240,Open,45259929,4377550,2016,No,,,33.815,-101.933
2184,With Project,1007840,Westside RDF,"Tarrant, TX","Waste Management, Inc.",1975,2007,Closed,12328360,12328360,2007,Yes,1.98,2012,32.7213,-97.51779
2185,Candidate,1002514,Whispering Pines LF,"Harris, TX","Republic Services, Inc.",1978,2040,Open,18299502,10176459,2016,Yes,1.32,2012,29.879,-95.266
2186,Candidate,1007799,Williamson County LF,"Williamson, TX","Williamson County, TX",1985,2092,Open,51085443,7405787,2016,Yes,1.43,2012,30.602,-97.554
2187,Other,,Beaver County LF,"Beaver, UT",Beaver County SSD #5,1968,2026,Open,,107648,,No,,,38.3059,-112.668
2189,Candidate,1003818,Bountiful Sanitary LF,"Davis, UT",Bountiful City Corporation,1960,2050,Open,5512500,3057054,2016,No,,,40.913,-111.92
2192,Other,,Carbon County LF,"Carbon, UT",Carbon County,1956,1995,Closed,,280000,,No,,,39.604,-110.76
2193,Candidate,1003949,City of Logan Sanitary Landfill,"Cache, UT","City of Logan, UT",1960,2022,Open,6701147,2933016,2016,No,,,41.7317,-111.87
2195,With Project,1007282,Davis County Landfill,"Davis, UT",Wasatch Integrated Waste Management District,1953,2042,Open,8000000,4309000,2008,Yes,1.39,2012,41.114,-111.931
2196,Other,,Duchesne County LF,"Duchesne, UT",Duchesne County; Wasatch County,1984,2044,Open,,,,No,,,40.267501,-110.366667
2197,Candidate,1007944,ECDC,"Carbon, UT","Republic Services, Inc.",1992,3000,Open,482004552,15125429,2016,Yes,0.737,2012,39.534,-110.448
2198,Other,,Emery County LF,"Emery, UT","Emery County, UT",1983,2024,Open,,212184,,No,,,39.2623,-111.029
2200,Other,,Garfield County/John's Valley LF,"Garfield, UT","Garfield County, UT",1992,2044,Open,,16200,,No,,,37.7988,-112.0745
2201,Other,,Garfield County/Ticaboo LF,"Garfield, UT","Garfield County, UT",1993,2014,Closed,,8852,,No,,,37.6172,-110.7283
2205,Other,,Grouse Creek LF,"Box Elder, UT",Box Elder County,1980,1995,Closed,,1760,,No,,,41.189446,-113.898334
2206,Other,,Iron County/ Armstrong Pit LF,"Iron, UT","Iron County, UT",1994,2044,Open,,44962,,No,,,37.713889,-113.232223
2207,Other,,Juab Rural Development Agency Landfill,"Juab, UT","Juab Rural Development Agency, UT",1988,2044,Open,,18300,,No,,,39.684446,-111.925279
2208,Other,,Kane County/Kanab LF,"Kane, UT",Western Kane County SSD# 1,1981,2044,Open,,39680,,No,,,37.005556,-112.5
2209,Other,,Long Valley Sanitary Landfill,"Kane, UT",Western Kane County SSD# 1,1988,2094,Open,,6560,,No,,,37.299167,-112.608056
2210,Other,,Manila City LF,"Daggett, UT",Daggett County; Manila City,1974,,Open,,32120,,No,,,40.941112,-109.699168
2211,Other,,Millard County LF,"Millard, UT","Millard County, UT",1986,2034,Open,,67650,,No,,,39.32055,-112.47138
2214,Other,,Payson City LF,"Utah, UT",Payson City Corporation,1951,2014,Closed,,616029,,No,,,40.04,-111.804
2215,Other,,Provo LF,"Utah, UT","City of Provo, UT",1963,1991,Closed,,1131000,,No,,,40.21,-111.645
2216,Other,,Rich County LF,"Rich, UT","Rich County, UT",1982,2030,Open,,40688,,No,,,41.777779,-111.153612
2217,With Project,1003471,Salt Lake Valley LF,"Salt Lake, UT",Salt Lake Valley Solid Waste Management Council,1982,2082,Open,43739621,15641259,2016,Yes,2.02,2012,40.746,-112.042
2222,Other,,Sevier County/Sage Flat LF,"Sevier, UT","Sevier County, UT",1994,2024,Open,,70200,,No,,,38.835001,-111.901945
2224,Other,1006417,South Utah County SSD/Bayview LF,"Utah, UT",Northern Utah Environmental Resource Agency (NUERA),1991,2106,Open,19955250,3244669,2016,No,,,39.95189,-111.95605
2225,Other,,Summit County/Three Mile Canyon LF,"Summit, UT","Summit County, UT",1986,2026,Open,,358896,,No,,,40.758334,-111.400834
2226,Candidate,1005266,Tekoi Landfill,"Tooele, UT","Skull Valley Band of Goshute Indian Community, UT",2005,2525,Open,48136718,2337558,2016,No,,,40.358323,-112.724416
2227,Other,,Tooele Army Depot LF #1,"Tooele, UT",Tooele Army Depot (TEAD),,1995,Closed,,,,No,,,40.470279,-112.356389
2228,Other,,Tooele Army Depot LF #2,"Tooele, UT",Deseret Chemical Depot,,1995,Closed,,,,No,,,40.470279,-112.356389
2229,With Project,1003864,Trans-Jordan LF,"Salt Lake, UT","Trans-Jordan Cities, UT",1958,2032,Open,11576250,9627792,2016,Yes,2.477,2014,40.55862,-112.053
2231,Candidate,,Uintah County/Vernal City LF,"Uintah, UT",Uintah County; Vernal City,1950,2025,Open,,2773000,,No,,,40.465,-109.47222
